| ddi-0053 | D07AB02 | J05AH01 | Betamethasone | Zidovudine | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14802 | C01EB15 | N05AB05 | Isosorbide dinitrate | Alprazolam | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14803 | N03AG01 | N05AB05 | Lamotrigine | Alprazolam | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14804 | C08CA01 | N05AB05 | Levamlodipine | Alprazolam | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14805 | N04BA02 | N05AB05 | Levodopa | Alprazolam | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14806 | C09AB01 | N05AB05 | Lisinopril | Alprazolam | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14807 | N05AB05 | N05CD01 | Alprazolam | Lithium carbonate | MINOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14808 | C09BA02 | N05AB05 | Losartan | Alprazolam | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14809 | C07AB05 | N05AB05 | Metoprolol | Alprazolam | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14810 | N05AB05 | N05AE06 | Alprazolam | Olanzapine | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14811 | M03BC02 | N05AB05 | Orphenadrine | Alprazolam | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14812 | N03AB01 | N05AB05 | Oxcarbazepine | Alprazolam | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14813 | N02AA05 | N05AB05 | Oxycodone | Alprazolam | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14814 | N02AA06 | N05AB05 | Oxymorphone | Alprazolam | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14815 | N05AB05 | N06AB09 | Alprazolam | Paroxetine | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14816 | N03AA01 | N05AB05 | Phenobarbital | Alprazolam | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14817 | N03AE05 | N05AB05 | Pregabalin | Alprazolam | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14818 | N03AB03 | N05AB05 | Primidone | Alprazolam | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14819 | N05AB05 | N05AE04 | Alprazolam | Quetiapine | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14820 | C09AB02 | N05AB05 | Ramipril | Alprazolam | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14821 | N04BC04 | N05AB05 | Rasagiline | Alprazolam | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14822 | N05AB05 | N05AE05 | Alprazolam | Risperidone | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14823 | N05AB05 | N06AB06 | Alprazolam | Sertraline | MINOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14824 | M03BX01 | N05AB05 | Tizanidine | Alprazolam | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14825 | N05AB05 | N06AX09 | Alprazolam | Trazodone | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14826 | N05AB05 | N05AD03 | Alprazolam | Zaleplon | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14827 | N05AB05 | N05AD02 | Alprazolam | Zolpidem | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14828 | N05AE01 | N06AA09 | Amisulpride | Amitriptyline | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14829 | C08CA01 | N05AE01 | Amlodipine | Amisulpride | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14830 | N05AE01 | N05AH03 | Amisulpride | Aripiprazole | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14831 | C07AB02 | N05AE01 | Atenolol | Amisulpride | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14832 | C09AA01 | N05AE01 | Captopril | Amisulpride | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14833 | C07AG02 | N05AE01 | Carvedilol | Amisulpride | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14834 | N05AE01 | P01BB01 | Amisulpride | Chloroquine | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14835 | N05AE01 | N05BA01 | Amisulpride | Chlorpromazine | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14836 | N05AE01 | N06AB04 | Amisulpride | Citalopram | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14837 | C02AB02 | N05AE01 | Clonidine | Amisulpride | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14838 | C01AA04 | N05AE01 | Digitoxin | Amisulpride | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14839 | C01AA05 | N05AE01 | Digoxin | Amisulpride | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14840 | C08DA01 | N05AE01 | Diltiazem | Amisulpride | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14841 | C09AA02 | N05AE01 | Enalapril | Amisulpride | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14842 | N05AE01 | N06AB03 | Amisulpride | Fluoxetine | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14843 | N05AE01 | N05AF03 | Amisulpride | Fluphenazine | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14844 | C02CA04 | N05AE01 | Guanfacine | Amisulpride | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14845 | N05AB03 | N05AE01 | Haloperidol | Amisulpride | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14846 | C02AA01 | N05AE01 | Hydralazine | Amisulpride | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14847 | N05AE01 | N06BA01 | Amisulpride | Hydroxyzine | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14848 | N05AE01 | N06AA01 | Amisulpride | Imipramine | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14849 | C01EB15 | N05AE01 | Isosorbide | Amisulpride | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14850 | N04BA02 | N05AE01 | Levodopa | Amisulpride | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14851 | C09AB01 | N05AE01 | Lisinopril | Amisulpride | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14852 | N05AE01 | N05CD01 | Amisulpride | Lithium carbonate | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14853 | C09BA02 | N05AE01 | Losartan | Amisulpride | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14854 | C02AC01 | N05AE01 | Methyldopa | Amisulpride | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14855 | C07AB05 | N05AE01 | Metoprolol | Amisulpride | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14856 | N05AE01 | N06AX11 | Amisulpride | Mirtazapine | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14857 | N05AE01 | N05AE06 | Amisulpride | Olanzapine | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14858 | N05AE01 | P01BC02 | Amisulpride | Primaquine | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14859 | N05AE01 | N05AE04 | Amisulpride | Quetiapine | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14860 | N05AE01 | P01BC01 | Amisulpride | Quinine | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14861 | C09AB02 | N05AE01 | Ramipril | Amisulpride | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14862 | N05AE01 | N05AE05 | Amisulpride | Risperidone | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14863 | N05AE01 | R03AK06 | Amisulpride | Salmeterol | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14864 | N05AE01 | N06AB06 | Amisulpride | Sertraline | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14865 | N05AE01 | S01EB01 | Amisulpride | Timolol | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14866 | M03BX01 | N05AE01 | Tizanidine | Amisulpride | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14867 | N05AE01 | N06AX09 | Amisulpride | Trazodone | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14868 | N06AA09 | N06BA02 | Amitriptyline | Amphetamine | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14869 | C02AB02 | N06AA09 | Apraclonidine | Amitriptyline | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14870 | N05AH03 | N06AA09 | Aripiprazole | Amitriptyline | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14871 | C07AB02 | N06AA09 | Atenolol | Amitriptyline | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14872 | M03BA01 | N06AA09 | Baclofen | Amitriptyline | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14873 | C09AA01 | N06AA09 | Captopril | Amitriptyline | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14874 | N03AF01 | N06AA09 | Carbamazepine | Amitriptyline | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14875 | M03BA02 | N06AA09 | Carisoprodol | Amitriptyline | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14876 | C07AG02 | N06AA09 | Carvedilol | Amitriptyline | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14877 | N06AA09 | P01BB01 | Amitriptyline | Chloroquine | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14878 | N05BA01 | N06AA09 | Chlorpromazine | Amitriptyline | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14879 | N06AA09 | N06AB04 | Amitriptyline | Citalopram | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14880 | N03AD02 | N06AA09 | Clonazepam | Amitriptyline | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14881 | M03BC01 | N06AA09 | Dantrolene | Amitriptyline | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14882 | N06AA09 | N06AX11 | Amitriptyline | Desvenlafaxine | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14883 | N02CA02 | N06AA09 | Dihydroergotamine | Amitriptyline | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14884 | C08DA01 | N06AA09 | Diltiazem | Amitriptyline | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14885 | C09AA02 | N06AA09 | Enalapril | Amitriptyline | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14886 | N05AD01 | N06AA09 | Eszopiclone | Amitriptyline | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-14887 | N06AA09 | V03AB02 | Amitriptyline | Flumazenil | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
